Nom;Pob
  26089-Logrono ;151344
  26091-Lumbreras ;163
  26092-Manjarres ;117
  26093-Mansilla de la Sierra ;71
  26094-Manzanares de Rioja ;83
  26095-Matute ;109
  26096-Medrano ;316
  26098-Munilla ;116
  26099-Murillo de Rio Leza ;1708
  26100-Muro de Aguas ;58
  26101-Muro en Cameros ;48
  26102-Najera ;8185
  26103-Nalda ;952
  26104-Navajun ;16
  26105-Navarrete ;2928
  26106-Nestares ;97
  26107-Nieva de Cameros ;93
  26109-Ochanduri ;98
  26108-Ocon ;282
  26110-Ojacastro ;187
  26111-Ollauri ;281
  26112-Ortigosa de Cameros ;260
  26113-Pazuengos ;35
  26114-Pedroso ;81
  26115-Pinillos ;15
  26117-Pradejon ;3976
  26118-Pradillo ;61
  26119-Prejano ;244
  26120-Quel ;1996
  26121-Rabanera ;34
  26122-Rasillo de Cameros, El ;151
  26123-Redal, El ;143
  26124-Ribafrecha ;1021
  26125-Rincon de Soto ;3729
  26126-Robres del Castillo ;31
  26127-Rodezno ;274
  26128-Sajazarra ;125
  26129-San Asensio ;1183
  26130-San Millan de la Cogolla ;244
  26131-San Millan de Yecora ;35
  26132-San Roman de Cameros ;149
  26139-San Torcuato ;62
  26142-San Vicente de la Sonsierra ;1007
  26134-Santa Coloma ;106
  26135-Santa Engracia del Jubera ;181
  26136-Santa Eulalia Bajera ;112
  26138-Santo Domingo de la Calzada ;6401
  26140-Santurde de Rioja ;293
  26141-Santurdejo ;126
  26143-Sojuela ;282
  26144-Sorzano ;239
  26145-Sotes ;292
  26146-Soto en Cameros ;112
  26147-Terroba ;33
  26148-Tirgo ;211
  26149-Tobia ;61
  26150-Tormantos ;137
  26153-Torre en Cameros ;12
  26151-Torrecilla en Cameros ;519
  26152-Torrecilla sobre Alesanco ;36
  26154-Torremontalbo ;14
  26155-Treviana ;179
  26157-Tricio ;390
  26158-Tudelilla ;376
  26160-Urunuela ;958
  26161-Valdemadera ;8
  26162-Valganon ;137
  26163-Ventosa ;172
  26164-Ventrosa ;67
  26165-Viguera ;437
  26166-Villalba de Rioja ;125
  26167-Villalobar de Rioja ;63
  26168-Villamediana de Iregua ;7643
  26169-Villanueva de Cameros ;71
  26170-Villar de Arnedo, El ;629
  26171-Villar de Torre ;188
  26172-Villarejo ;31
  26173-Villarroya ;8
  26174-Villarta-Quintana ;155
  26175-Villavelayo ;57
  26176-Villaverde de Rioja ;63
  26177-Villoslada de Cameros ;354
  26178-Viniegra de Abajo ;86
  26179-Viniegra de Arriba ;45
  26180-Zarraton ;268
  26181-Zarzosa ;15
  26183-Zorraquin ;82
  27001-Abadin ;2612
  27002-Alfoz ;1846
  27003-Antas de Ulla ;2109
  27004-Baleira ;1380
  27901-Baralla ;2724
  27005-Barreiros ;3021
  27006-Becerrea ;2987
  27007-Begonte ;3160
  27008-Boveda ;1545
  27902-Burela ;9580
  27009-Carballedo ;2351
  27010-Castro de Rei ;5153
  27011-Castroverde ;2802
  27012-Cervantes ;1487
  27013-Cervo ;4336
  27016-Chantada ;8493
  27014-Corgo, O ;3646
  27015-Cospeito ;4827
  27017-Folgoso do Courel ;1089
  27018-Fonsagrada, A ;3838
  27019-Foz ;9891
  27020-Friol ;3942
  27022-Guitiriz ;5520
  27023-Guntin ;2881
  27024-Incio, O ;1777
  27026-Lancara ;2764
  27027-Lourenza ;2301
  27028-Lugo ;98134
  27029-Meira ;1749
  27030-Mondonedo ;3876
  27031-Monforte de Lemos ;19061
  27032-Monterroso ;3778
  27033-Muras ;684
  27034-Navia de Suarna ;1211
  27035-Negueira de Muniz ;214
  27037-Nogais, As ;1191
  27038-Ourol ;1055
  27039-Outeiro de Rei ;5068
  27040-Palas de Rei ;3588
  27041-Panton ;2674
  27042-Paradela ;1934
  27043-Paramo, O ;1474
  27044-Pastoriza, A ;3274
  27045-Pedrafita do Cebreiro ;1119
  27047-Pobra do Brollon, A ;1794
  27046-Pol ;1732
  27048-Pontenova, A ;2470
  27049-Portomarin ;1557
  27050-Quiroga ;3424
  27056-Rabade ;1549
  27051-Ribadeo ;9929
  27052-Ribas de Sil ;1001
  27053-Ribeira de Piquin ;580
  27054-Riotorto ;1364
  27055-Samos ;1425
  27057-Sarria ;13393
  27058-Savinao, O ;4056
  27059-Sober ;2400
  27060-Taboada ;3032
  27061-Trabada ;1178
  27062-Triacastela ;699
  27063-Valadouro, O ;2048
  27064-Vicedo, O ;1820
  27065-Vilalba ;14645
  27066-Viveiro ;15735
  27021-Xermade ;1985
  27025-Xove ;3424
  28001-Acebeda, La ;65
  28002-Ajalvir ;4343
  28003-Alameda del Valle ;217
  28004-alamo, El ;8965
  28005-Alcala de Henares ;198750
  28006-Alcobendas ;113055
  28007-Alcorcon ;167136
  28008-Aldea del Fresno ;2535
  28009-Algete ;20148
  28010-Alpedrete ;14248
  28011-Ambite ;618
  28012-Anchuelo ;1200
  28013-Aranjuez ;58168
  28014-Arganda del Rey ;54533
  28015-Arroyomolinos ;26846
  28016-Atazar, El ;96
  28017-Batres ;1568
  28018-Becerril de la Sierra ;5396
  28019-Belmonte de Tajo ;1625
  28021-Berrueco, El ;618
  28020-Berzosa del Lozoya ;202
  28022-Boadilla del Monte ;48775
  28023-Boalo, El ;7157
  28024-Braojos ;203
  28025-Brea de Tajo ;560
  28026-Brunete ;10398
  28027-Buitrago del Lozoya ;1865
  28028-Bustarviejo ;2367
  28029-Cabanillas de la Sierra ;733
  28030-Cabrera, La ;2574
  28031-Cadalso de los Vidrios ;2767
  28032-Camarma de Esteruelas ;7134
  28033-Campo Real ;5854
  28034-Canencia ;464
  28035-Carabana ;2017
  28036-Casarrubuelos ;3548
  28037-Cenicientos ;2035
  28038-Cercedilla ;6781
  28039-Cervera de Buitrago ;164
  28051-Chapineria ;2158
  28052-Chinchon ;5436
  28040-Ciempozuelos ;23696
  28041-Cobena ;6983
  28046-Collado Mediano ;6599
  28047-Collado Villalba ;62056
  28043-Colmenar de Oreja ;8071
  28042-Colmenar del Arroyo ;1611
  28045-Colmenar Viejo ;47601
  28044-Colmenarejo ;8934
  28048-Corpa ;669
  28049-Coslada ;86919
  28050-Cubas de la Sagra ;5875
  28053-Daganzo de Arriba ;9919
  28054-Escorial, El ;15342
  28055-Estremera ;1350
  28056-Fresnedillas de la Oliva ;1554
  28057-Fresno de Torote ;2041
  28058-Fuenlabrada ;195180
  28059-Fuente el Saz de Jarama ;6440
  28060-Fuentiduena de Tajo ;1954
  28061-Galapagar ;32294
  28062-Garganta de los Montes ;367
  28063-Gargantilla del Lozoya y Pinilla de Buitrago ;351
  28064-Gascones ;176
  28065-Getafe ;174921
  28066-Grinon ;9918
  28067-Guadalix de la Sierra ;6039
  28068-Guadarrama ;15538
  28069-Hiruela, La ;54
  28070-Horcajo de la Sierra-Aoslos ;159
  28071-Horcajuelo de la Sierra ;88
  28072-Hoyo de Manzanares ;7880
  28073-Humanes de Madrid ;19413
  28074-Leganes ;186907
  28075-Loeches ;8212
  28076-Lozoya ;594
  28901-Lozoyuela-Navas-Sieteiglesias ;1203
  28078-Madarcos ;45
  28079-Madrid ;3141991
  28080-Majadahonda ;70800
  28082-Manzanares el Real ;8309
  28083-Meco ;13269
  28084-Mejorada del Campo ;22902
  28085-Miraflores de la Sierra ;5807
  28086-Molar, El ;8036
  28087-Molinos, Los ;4349
  28088-Montejo de la Sierra ;374
  28089-Moraleja de Enmedio ;5046
  28090-Moralzarzal ;12213
  28091-Morata de Tajuna ;7453
  28092-Mostoles ;206263
  28093-Navacerrada ;2855
  28094-Navalafuente ;1201
  28095-Navalagamella ;2462
  28096-Navalcarnero ;26672
  28097-Navarredonda y San Mames ;136
  28099-Navas del Rey ;2628
  28100-Nuevo Baztan ;6098
  28101-Olmeda de las Fuentes ;338
  28102-Orusco de Tajuna ;1260
  28104-Paracuellos de Jarama ;22293
  28106-Parla ;125056
  28107-Patones ;524
  28108-Pedrezuela ;5271
  28109-Pelayos de la Presa ;2455
  28110-Perales de Tajuna ;2871
  28111-Pezuela de las Torres ;783
  28112-Pinilla del Valle ;200
  28113-Pinto ;48660
  28114-Pinuecar-Gandullas ;175
  28115-Pozuelo de Alarcon ;84558
  28116-Pozuelo del Rey ;1071
  28117-Pradena del Rincon ;122
  28118-Puebla de la Sierra ;73
  28902-Puentes Viejas ;644
  28119-Quijorna ;3196
  28120-Rascafria ;1739
  28121-Reduena ;259
  28122-Ribatejada ;707
  28123-Rivas-Vaciamadrid ;81473
  28124-Robledillo de la Jara ;100
  28125-Robledo de Chavela ;3955
  28126-Robregordo ;48
  28127-Rozas de Madrid, Las ;93520
  28128-Rozas de Puerto Real ;523
  28129-San Agustin del Guadalix ;12982
  28130-San Fernando de Henares ;40188
  28131-San Lorenzo de El Escorial ;18191
  28132-San Martin de la Vega ;18835
  28133-San Martin de Valdeiglesias ;8463
  28134-San Sebastian de los Reyes ;84944
  28135-Santa Maria de la Alameda ;1199
  28136-Santorcaz ;849
  28137-Santos de la Humosa, Los ;2389
  28138-Serna del Monte, La ;86
  28140-Serranillos del Valle ;3994
  28141-Sevilla la Nueva ;8902
  28143-Somosierra ;73
  28144-Soto del Real ;8456
  28145-Talamanca de Jarama ;3371
  28146-Tielmes ;2585
  28147-Titulcia ;1234
  28148-Torrejon de Ardoz ;126934
  28149-Torrejon de la Calzada ;7901
  28150-Torrejon de Velasco ;4224
  28151-Torrelaguna ;4788
  28152-Torrelodones ;23117
  28153-Torremocha de Jarama ;948
  28154-Torres de la Alameda ;7877
  28903-Tres Cantos ;43309
  28155-Valdaracete ;639
  28156-Valdeavero ;1451
  28157-Valdelaguna ;837
  28158-Valdemanco ;922
  28159-Valdemaqueda ;786
  28160-Valdemorillo ;12173
  28161-Valdemoro ;72854
  28162-Valdeolmos-Alalpardo ;3785
  28163-Valdepielagos ;566
  28164-Valdetorres de Jarama ;4234
  28165-Valdilecha ;2838
  28166-Valverde de Alcala ;441
  28167-Velilla de San Antonio ;12382
  28168-Vellon, El ;1803
  28169-Venturada ;1991
  28171-Villa del Prado ;6414
  28170-Villaconejos ;3405
  28172-Villalbilla ;12351
  28173-Villamanrique de Tajo ;720
  28174-Villamanta ;2525
  28175-Villamantilla ;1292
  28176-Villanueva de la Canada ;19250
  28178-Villanueva de Perales ;1441
  28177-Villanueva del Pardillo ;16797
  28179-Villar del Olmo ;2058
  28180-Villarejo de Salvanes ;7288
  28181-Villaviciosa de Odon ;27075
  28182-Villavieja del Lozoya ;280
  28183-Zarzalejo ;1546
  29001-Alameda ;5403
  29002-Alcaucin ;2375
  29003-Alfarnate ;1159
  29004-Alfarnatejo ;463
  29005-Algarrobo ;6013
  29006-Algatocin ;834
  29007-Alhaurin de la Torre ;38523
  29008-Alhaurin el Grande ;24338
  29009-Almachar ;1867
  29010-Almargen ;2081
  29011-Almogia ;3826
  29012-alora ;13003
  29013-Alozaina ;2082
  29014-Alpandeire ;257
  29015-Antequera ;41141
  29016-archez ;436
  29017-Archidona ;8490
  29018-Ardales ;2527
  29019-Arenas ;1219
  29020-Arriate ;4157
  29021-Atajate ;158
  29022-Benadalid ;253
  29023-Benahavis ;7105
  29024-Benalauria ;470
  29025-Benalmadena ;66598
  29026-Benamargosa ;1568
  29027-Benamocarra ;3047
  29028-Benaojan ;1513
  29029-Benarraba ;521
  29030-Borge, El ;963
  29031-Burgo, El ;1929
  29032-Campillos ;8524
  29033-Canillas de Aceituno ;1737
  29034-Canillas de Albaida ;842
  29035-Canete la Real ;1738
  29036-Carratraca ;775
  29037-Cartajima ;247
  29038-Cartama ;24592
  29039-Casabermeja ;3418
  29040-Casarabonela ;2599
  29041-Casares ;5954
  29042-Coin ;21561
  29043-Colmenar ;3444
  29044-Comares ;1385
  29045-Competa ;3503
  29046-Cortes de la Frontera ;3304
  29047-Cuevas Bajas ;1431
  29049-Cuevas de San Marcos ;3884
  29048-Cuevas del Becerro ;1643
  29050-Cutar ;605
  29051-Estepona ;67080
  29052-Farajan ;265
  29053-Frigiliana ;3065
  29054-Fuengirola ;77525
  29055-Fuente de Piedra ;2613
  29056-Gaucin ;1670
  29057-Genalguacil ;456
  29058-Guaro ;2060
  29059-Humilladero ;3364
  29060-Igualeja ;816
  29061-Istan ;1388
  29062-Iznate ;899
  29063-Jimera de Libar ;415
  29064-Jubrique ;638
  29065-Juzcar ;238
  29066-Macharaviaya ;477
  29067-Malaga ;569130
  29068-Manilva ;14587
  29069-Marbella ;139537
  29070-Mijas ;79483
  29071-Moclinejo ;1255
  29072-Mollina ;4901
  29073-Monda ;2382
  29074-Montejaque ;984
  29075-Nerja ;21185
  29076-Ojen ;3353
  29077-Parauta ;249
  29079-Periana ;3231
  29080-Pizarra ;9148
  29081-Pujerra ;294
  29082-Rincon de la Victoria ;43135
  29083-Riogordo ;2936
  29084-Ronda ;35676
  29085-Salares ;207
  29086-Sayalonga ;1505
  29087-Sedella ;692
  29088-Sierra de Yeguas ;3398
  29089-Teba ;3973
  29090-Tolox ;2186
  29901-Torremolinos ;67492
  29091-Torrox ;15117
  29092-Totalan ;710
  29093-Valle de Abdalajis ;2615
  29094-Velez-Malaga ;78166
  29095-Villanueva de Algaidas ;4337
  29902-Villanueva de la Concepcion ;3341
  29098-Villanueva de Tapia ;1544
  29096-Villanueva del Rosario ;3508
  29097-Villanueva del Trabuco ;5246
  29099-Vinuela ;2013
  29100-Yunquera ;2983
  30001-Abanilla ;6347
  30002-Abaran ;13179
  30003-aguilas ;34772
  30004-Albudeite ;1374
  30005-Alcantarilla ;41021
  30902-Alcazares, Los ;15605
  30006-Aledo ;984
  30007-Alguazas ;9544
  30008-Alhama de Murcia ;21351
  30009-Archena ;18559
  30010-Beniel ;11096
  30011-Blanca ;6521
  30012-Bullas ;11753
  30013-Calasparra ;10423
  30014-Campos del Rio ;2083
  30015-Caravaca de la Cruz ;25851
  30016-Cartagena ;216301
  30017-Cehegin ;15794
  30018-Ceuti ;11227
  30019-Cieza ;35115
  30020-Fortuna ;9814
  30021-Fuente alamo de Murcia ;16284
  30022-Jumilla ;25484
  30023-Librilla ;5016
  30024-Lorca ;91714
  30025-Lorqui ;7020
  30026-Mazarron ;32150
  30027-Molina de Segura ;69331
  30028-Moratalla ;8189
  30029-Mula ;16805
  30030-Murcia ;439889
  30031-Ojos ;504
  30032-Pliego ;3973
  30033-Puerto Lumbreras ;14694
  30034-Ricote ;1369
  30035-San Javier ;31915
  30036-San Pedro del Pinatar ;24339
  30901-Santomera ;16012
  30037-Torre-Pacheco ;34469
  30038-Torres de Cotillas, Las ;21399
  30039-Totana ;30916
  30040-Ulea ;906
  30041-Union, La ;19572
  30042-Villanueva del Rio Segura ;2524
  30043-Yecla ;34100
  31001-Abaigar ;97
  31002-Abarzuza/Abartzuza ;556
  31003-Abaurregaina/Abaurrea Alta ;127
  31004-Abaurrepea/Abaurrea Baja ;35
  31005-Aberin ;376
  31006-Ablitas ;2520
  31007-Adios ;170
  31008-Aguilar de Codes ;83
  31009-Aibar/Oibar ;832
  31011-Allin/Allin ;848
  31012-Allo ;1012
  31010-Altsasu/Alsasua ;7490
  31013-Amescoa Baja ;774
  31014-Ancin/Antzin ;376
  31015-Andosilla ;2753
  31016-Ansoain/Antsoain ;10830
  31017-Anue ;464
  31018-Anorbe ;539
  31019-Aoiz/Agoitz ;2601
  31020-Araitz ;522
  31025-Arakil ;955
  31021-Aranarache/Aranaratxe ;73
  31023-Aranguren ;9398
  31024-Arano ;108
  31022-Arantza ;638
  31026-Aras ;172
  31027-Arbizu ;1111
  31028-Arce/Artzi ;264
  31029-Arcos, Los ;1136
  31030-Arellano ;164
  31031-Areso ;260
  31032-Arguedas ;2295
  31033-Aria ;52
  31034-Aribe ;44
  31035-Armananzas ;68
  31036-Arroniz ;1068
  31037-Arruazu ;108
  31038-Artajona ;1680
  31039-Artazu ;112
  31040-Atez/Atetz ;232
  31058-Auritz/Burguete ;262
  31041-Ayegui/Aiegi ;2217
  31042-Azagra ;3804
  31043-Azuelo ;37
  31044-Bakaiku ;339
  31901-Baranain ;20475
  31045-Barasoain ;665
  31046-Barbarin ;67
  31047-Bargota ;292
  31048-Barillas ;203
  31049-Basaburua ;859
  31050-Baztan ;7792
  31137-Beintza-Labaien ;231
  31051-Beire ;296
  31052-Belascoain ;117
  31250-Bera ;3768
  31053-Berbinzana ;633
  31905-Beriain ;3889
  31902-Berrioplano/Berriobeiti ;6527
  31903-Berriozar ;9625
  31054-Bertizarana ;590
  31055-Betelu ;347
  31253-Bidaurreta ;160
  31056-Biurrun-Olcoz ;219
  31057-Bunuel ;2271
  31059-Burgui/Burgi ;223
  31060-Burlada/Burlata ;18336
  31061-Busto, El ;71
  31062-Cabanillas ;1414
  31063-Cabredo ;104
  31064-Cadreita ;2082
  31065-Caparroso ;2773
  31066-Carcar ;1054
  31067-Carcastillo ;2466
  31068-Cascante ;3787
  31069-Caseda ;989
  31070-Castejon ;4062
  31071-Castillonuevo ;16
  31193-Cendea de Olza/Oltza Zendea ;1822
  31072-Cintruenigo ;7779
  31074-Cirauqui/Zirauki ;483
  31075-Ciriza/Ziritza ;131
  31076-Cizur ;3751
  31077-Corella ;7740
  31078-Cortes ;3192
  31079-Desojo ;81
  31080-Dicastillo ;637
  31081-Donamaria ;443
  31221-Doneztebe/Santesteban ;1658
  31083-Echarri ;78
  31087-Elgorriaga ;219
  31089-Eneriz/Eneritz ;322
  31090-Eratsun ;150
  31091-Ergoiena ;397
  31092-Erro ;792
  31094-Eslava ;123
  31095-Esparza de Salazar/Espartza Zaraitzu ;87
  31096-Espronceda ;114
  31097-Estella-Lizarra ;13702
  31098-Esteribar ;2598
  31099-Etayo ;72
  31082-Etxalar ;801
  31084-Etxarri Aranatz ;2466
  31085-Etxauri ;586
  31100-Eulate ;303
  31101-Ezcabarte ;1834
  31093-Ezcaroz/Ezkaroze ;323
  31102-Ezkurra ;154
  31103-Ezprogui ;47
  31104-Falces ;2390
  31105-Fitero ;2022
  31106-Fontellas ;961
  31107-Funes ;2471
  31108-Fustinana ;2511
  31109-Galar ;2074
  31110-Gallipienzo/Galipentzu ;106
  31111-Gallues/Galoze ;103
  31112-Garaioa ;97
  31113-Garde ;157
  31114-Garinoain ;490
  31115-Garralda ;185
  31116-Genevilla ;75
  31117-Goizueta ;736
  31118-Goni ;170
  31119-Guesa/Gorza ;43
  31120-Guesalaz/Gesalatz ;450
  31121-Guirguillano ;81
  31256-Hiriberri/Villanueva de Aezkoa ;119
  31122-Huarte/Uharte ;6776
  31124-Ibargoiti ;249
  31259-Igantzi ;618
  31125-Iguzquiza ;332
  31126-Imotz ;432
  31127-Iraneta ;172
  31904-Irurtzun ;2194
  31128-Isaba/Izaba ;473
  31129-Ituren ;515
  31130-Iturmendi ;388
  31131-Iza/Itza ;1171
  31132-Izagaondoa ;177
  31133-Izalzu/Itzaltzu ;51
  31134-Jaurrieta ;202
  31135-Javier ;103
  31136-Juslapena ;553
  31138-Lakuntza ;1257
  31139-Lana ;176
  31140-Lantz ;151
  31141-Lapoblacion ;127
  31142-Larraga ;2034
  31143-Larraona ;112
  31144-Larraun ;985
  31145-Lazagurria ;206
  31146-Leache/Leatxe ;44
  31147-Legarda ;110
  31148-Legaria ;98
  31149-Leitza ;2888
  31908-Lekunberri ;1483
  31150-Leoz/Leotz ;241
  31151-Lerga ;73
  31152-Lerin ;1665
  31153-Lesaka ;2742
  31154-Lezaun ;261
  31155-Liedena ;303
  31156-Lizoain-Arriasgoiti ;318
  31157-Lodosa ;4741
  31158-Longuida/Longida ;306
  31159-Lumbier ;1349
  31160-Luquin ;135
  31248-Luzaide/Valcarlos ;377
  31161-Maneru ;432
  31162-Maranon ;53
  31163-Marcilla ;2800
  31164-Melida ;729
  31165-Mendavia ;3597
  31166-Mendaza ;311
  31167-Mendigorria ;1055
  31168-Metauten ;291
  31169-Milagro ;3290
  31170-Mirafuentes ;56
  31171-Miranda de Arga ;847
  31172-Monreal/Elo ;470
  31173-Monteagudo ;1097
  31174-Morentin ;129
  31175-Mues ;88
  31176-Murchante ;3842
  31177-Murieta ;353
  31178-Murillo el Cuende ;654
  31179-Murillo el Fruto ;634
  31180-Muruzabal ;266
  31181-Navascues/Nabaskoze ;151
  31182-Nazar ;45
  31088-Noain (Valle de Elorz)/Noain (Elortzibar) ;7892
  31183-Obanos ;904
  31185-Ochagavia/Otsagabia ;560
  31184-Oco ;64
  31186-Odieta ;370
  31187-Oiz ;141
  31188-Olaibar ;316
  31189-Olazti/Olazagutia ;1520
  31190-Olejua ;49
  31191-Olite/Erriberri ;3907
  31194-Ollo ;409
  31192-Oloriz/Oloritz ;195
  31195-Orbaizeta ;202
  31196-Orbara ;42
  31197-Orisoain ;92
  31906-Orkoien ;3770
  31198-Oronz/Orontze ;46
  31199-Oroz-Betelu/Orotz-Betelu ;153
  31211-Orreaga/Roncesvalles ;32
  31200-Oteiza ;928
  31201-Pamplona/Iruna ;195853
  31202-Peralta/Azkoien ;5863
  31203-Petilla de Aragon ;34
  31204-Piedramillera ;39
  31205-Pitillas ;511
  31206-Puente la Reina/Gares ;2818
  31207-Pueyo ;340
  31208-Ribaforada ;3692
  31209-Romanzado ;173
  31210-Roncal/Erronkari ;227
  31212-Sada ;163
  31213-Saldias ;116
  31214-Salinas de Oro/Jaitz ;117
  31215-San Adrian ;6196
  31217-San Martin de Unx ;372
  31216-Sanguesa/Zangoza ;5020
  31219-Sansol ;100
  31220-Santacara ;891
  31222-Sarries/Sartze ;63
  31223-Sartaguda ;1372
  31224-Sesma ;1183
  31225-Sorlada ;61
  31226-Sunbilla ;648
  31227-Tafalla ;10809
  31228-Tiebas-Muruarte de Reta ;617
  31229-Tirapu ;51
  31230-Torralba del Rio ;118
  31231-Torres del Rio ;129
  31232-Tudela ;35388
  31233-Tulebras ;118
  31234-Ucar ;182
  31123-Uharte Arakil ;840
  31235-Ujue ;187
  31236-Ultzama ;1666
  31237-Unciti ;219
  31238-Unzue/Untzue ;124
  31239-Urdazubi/Urdax ;402
  31240-Urdiain ;681
  31241-Urraul Alto ;152
  31242-Urraul Bajo ;294
  31244-Urroz ;186
  31243-Urroz-Villa ;408
  31245-Urzainqui/Urzainki ;95
  31246-Uterga ;174
  31247-Uztarroz/Uztarroze ;154
  31086-Valle de Egues ;19603
  31260-Valle de Yerri/Deierri ;1497
  31249-Valtierra ;2443
  31251-Viana ;4048
  31252-Vidangoz/Bidankoze ;94
  31254-Villafranca ;2805
  31255-Villamayor de Monjardin ;128
  31257-Villatuerta ;1137
  31258-Villava/Atarrabia ;10265
  31261-Yesa ;285
  31262-Zabalza/Zabaltza ;276
  31073-Ziordia ;389
  31907-Zizur Mayor/Zizur Nagusia ;14493
  31263-Zubieta ;323
  31264-Zugarramurdi ;227
  31265-Zuniga ;116
  32001-Allariz ;6049
  32002-Amoeiro ;2245
  32003-Arnoia, A ;1040
  32004-Avion ;1962
  32005-Baltar ;1002
  32006-Bande ;1735
  32007-Banos de Molgas ;1658
  32008-Barbadas ;10463
  32009-Barco de Valdeorras, O ;13785
  32010-Beade ;451
  32011-Beariz ;1016
  32012-Blancos, Os ;878
  32013-Boboras ;2510
  32014-Bola, A ;1339
  32015-Bolo, O ;988
  32016-Calvos de Randin ;922
  32018-Carballeda de Avia ;1400
  32017-Carballeda de Valdeorras ;1698
  32019-Carballino, O ;13999
  32020-Cartelle ;2852
  32022-Castrelo de Mino ;1556
  32021-Castrelo do Val ;1079
  32023-Castro Caldelas ;1351
  32024-Celanova ;5536
  32025-Cenlle ;1189
  32029-Chandrexa de Queixa ;528
  32026-Coles ;3168
  32027-Cortegada ;1184
  32028-Cualedro ;1840
  32030-Entrimo ;1251
  32031-Esgos ;1220
  32033-Gomesende ;829
  32034-Gudina, A ;1392
  32035-Irixo, O ;1600
  32038-Larouco ;526
  32039-Laza ;1424
  32040-Leiro ;1630
  32041-Lobeira ;813
  32042-Lobios ;1988
  32043-Maceda ;2957
  32044-Manzaneda ;975
  32045-Maside ;2879
  32046-Melon ;1293
  32047-Merca, A ;2021
  32048-Mezquita, A ;1109
  32049-Montederramo ;807
  32050-Monterrei ;2758
  32051-Muinos ;1622
  32052-Nogueira de Ramuin ;2124
  32053-Oimbra ;2020
  32054-Ourense ;106231
  32055-Paderne de Allariz ;1486
  32056-Padrenda ;1912
  32057-Parada de Sil ;605
  32058-Pereiro de Aguiar, O ;6319
  32059-Peroxa, A ;2038
  32060-Petin ;953
  32061-Pinor ;1232
  32063-Pobra de Trives, A ;2245
  32064-Pontedeva ;600
  32062-Porqueira ;901
  32065-Punxin ;760
  32066-Quintela de Leirado ;629
  32067-Rairiz de Veiga ;1430
  32068-Ramiras ;1607
  32069-Ribadavia ;5112
  32071-Rios ;1683
  32072-Rua, A ;4595
  32073-Rubia ;1473
  32074-San Amaro ;1170
  32075-San Cibrao das Vinas ;5036
  32076-San Cristovo de Cea ;2346
  32070-San Xoan de Rio ;600
  32077-Sandias ;1307
  32078-Sarreaus ;1283
  32079-Taboadela ;1514
  32080-Teixeira, A ;378
  32081-Toen ;2426
  32082-Trasmiras ;1410
  32083-Veiga, A ;946
  32084-Verea ;1042
  32085-Verin ;14107
  32086-Viana do Bolo ;3037
  32087-Vilamarin ;2026
  32088-Vilamartin de Valdeorras ;1798
  32089-Vilar de Barrio ;1455
  32090-Vilar de Santos ;894
  32091-Vilardevos ;2170
  32092-Vilarino de Conso ;615
  32032-Xinzo de Limia ;10043
  32036-Xunqueira de Ambia ;1498
  32037-Xunqueira de Espadanedo ;818
  33001-Allande ;1826
  33002-Aller ;11555
  33003-Amieva ;727
  33004-Aviles ;80880
  33005-Belmonte de Miranda ;1641
  33006-Bimenes ;1768
  33007-Boal ;1669
  33008-Cabrales ;2094
  33009-Cabranes ;1056
  33010-Candamo ;2055
  33012-Cangas de Onis ;6498
  33011-Cangas del Narcea ;13451
  33013-Caravia ;501
  33014-Carreno ;10704
  33015-Caso ;1663
  33016-Castrillon ;22735
  33017-Castropol ;3638
  33018-Coana ;3419
  33019-Colunga ;3518
  33020-Corvera de Asturias ;16088
  33021-Cudillero ;5210
  33022-Degana ;1082
  33023-Franco, El ;3859
  33024-Gijon ;274290
  33025-Gozon ;10588
  33026-Grado ;10309
  33027-Grandas de Salime ;927
  33028-Ibias ;1473
  33029-Illano ;389
  33030-Illas ;1030
  33031-Langreo ;41738
  33032-Laviana ;13582
  33033-Lena ;11654
  33035-Llanera ;13904
  33036-Llanes ;13694
  33037-Mieres ;40338
  33038-Morcin ;2746
  33039-Muros de Nalon ;1883
  33040-Nava ;5411
  33041-Navia ;8644
  33042-Norena ;5333
  33043-Onis ;763
  33044-Oviedo ;221870
  33045-Parres ;5490
  33046-Penamellera Alta ;559
  33047-Penamellera Baja ;1291
  33048-Pesoz ;172
  33049-Pilona ;7412
  33050-Ponga ;655
  33051-Pravia ;8667
  33052-Proaza ;786
  33053-Quiros ;1250
  33054-Regueras, Las ;1934
  33055-Ribadedeva ;1836
  33056-Ribadesella ;5904
  33057-Ribera de Arriba ;1890
  33058-Riosa ;2061
  33059-Salas ;5371
  33061-San Martin de Oscos ;422
  33060-San Martin del Rey Aurelio ;17182
  33063-San Tirso de Abres ;473
  33062-Santa Eulalia de Oscos ;471
  33064-Santo Adriano ;263
  33065-Sariego ;1276
  33066-Siero ;52191
  33067-Sobrescobio ;855
  33068-Somiedo ;1231
  33069-Soto del Barco ;3978
  33070-Tapia de Casariego ;3906
  33071-Taramundi ;698
  33072-Teverga ;1768
  33073-Tineo ;10128
  33034-Valdes ;12421
  33074-Vegadeo ;3960
  33075-Villanueva de Oscos ;310
  33076-Villaviciosa ;14690
  33077-Villayon ;1366
  33078-Yernes y Tameza ;159
  34001-Abarca de Campos ;43
  34003-Abia de las Torres ;184
  34004-Aguilar de Campoo ;7033
