"CodMun";"Municipio";"Pobloglog"
25152;"Oluges, Les ";1
25153;"Omellons, Els ";1
25154;"Omells de na Gaia, Els ";1
25155;"Organya ";1
25156;"Os de Balaguer ";1
25157;"Osso de Sio ";1
25158;"Palau d'Anglesola, El ";2
25164;"Penelles ";1
25165;"Peramola ";1
25166;"Pinell de Solsones ";1
25167;"Pinos ";1
25911;"Plans de Sio, Els ";1
25168;"Poal, El ";1
25169;"Pobla de Cervoles, La ";1
25171;"Pobla de Segur, La ";2
25030;"Pont de Bar, El ";1
25173;"Pont de Suert, El ";2
25172;"Ponts ";2
25174;"Portella, La ";1
25175;"Prats i Sansor ";1
25176;"Preixana ";1
25177;"Preixens ";1
25179;"Prullans ";1
25180;"Puiggros ";1
25181;"Puigverd d'Agramunt ";1
25182;"Puigverd de Lleida ";1
25183;"Rialp ";1
25905;"Ribera d'Ondara ";1
25185;"Ribera d'Urgellet ";1
25186;"Riner ";1
25913;"Riu de Cerdanya ";1
25189;"Rossello ";2
25190;"Salas de Pallars ";1
25191;"Sanauja ";1
25196;"Sant Esteve de la Sarga ";1
25192;"Sant Guim de Freixenet ";1
25197;"Sant Guim de la Plana ";1
25193;"Sant Llorenc de Morunys ";1
25902;"Sant Marti de Riucorb ";1
25194;"Sant Ramon ";1
25201;"Sarroca de Bellera ";1
25200;"Sarroca de Lleida ";1
25202;"Senterada ";1
25035;"Sentiu de Sio, La ";1
25204;"Seros ";2
25203;"Seu d'Urgell, La ";2
25205;"Sidamon ";1
25206;"Soleras, El ";1
25207;"Solsona ";2
25208;"Soriguera ";1
25209;"Sort ";2
25210;"Soses ";2
25211;"Sudanell ";1
25212;"Sunyer ";1
25215;"Talarn ";1
25216;"Talavera ";1
25217;"Tarrega ";2
25218;"Tarres ";1
25219;"Tarroja de Segarra ";1
25220;"Termens ";1
25221;"Tirvia ";1
25222;"Tiurana ";1
25223;"Tora ";1
25224;"Torms, Els ";1
25225;"Tornabous ";1
25227;"Torre de Cabdella, La ";1
25226;"Torrebesses ";1
25228;"Torrefarrera ";2
25907;"Torrefeta i Florejacs ";1
25230;"Torregrossa ";2
25231;"Torrelameu ";1
25232;"Torres de Segre ";2
25233;"Torre-serona ";1
25234;"Tremp ";2
25043;"Vall de Boi, La ";1
25901;"Vall de Cardos ";1
25238;"Vallbona de les Monges ";1
25240;"Vallfogona de Balaguer ";2
25906;"Valls d'Aguilar, Les ";1
25239;"Valls de Valira, Les ";1
25909;"Vansa i Fornols, La ";1
25242;"Verdu ";1
25243;"Vielha e Mijaran ";2
25244;"Vilagrassa ";1
25245;"Vilaller ";1
25247;"Vilamos ";1
25248;"Vilanova de Bellpuig ";1
25254;"Vilanova de la Barca ";1
25249;"Vilanova de l'Aguda ";1
25250;"Vilanova de Meia ";1
25251;"Vilanova de Segria ";1
25252;"Vila-sana ";1
25253;"Vilosell, El ";1
25255;"Vinaixa ";1
26001;"abalos ";1
26002;"Agoncillo ";1
26003;"Aguilar del Rio Alhama ";1
26004;"Ajamil de Cameros ";1
26005;"Albelda de Iregua ";2
26006;"Alberite ";2
26007;"Alcanadre ";1
26008;"Aldeanueva de Ebro ";2
26009;"Alesanco ";1
26010;"Aleson ";1
26011;"Alfaro ";2
26012;"Almarza de Cameros ";1
26013;"Anguciana ";1
26014;"Anguiano ";1
26015;"Arenzana de Abajo ";1
26016;"Arenzana de Arriba ";1
26017;"Arnedillo ";1
26018;"Arnedo ";2
26019;"Arrubal ";1
26020;"Ausejo ";1
26021;"Autol ";2
26022;"Azofra ";1
26023;"Badaran ";1
26024;"Banares ";1
26026;"Banos de Rio Tobia ";2
26025;"Banos de Rioja ";1
26027;"Berceo ";1
26028;"Bergasa ";1
26029;"Bergasillas Bajera ";1
26030;"Bezares ";0
26031;"Bobadilla ";1
26032;"Brieva de Cameros ";1
26033;"Brinas ";1
26034;"Briones ";1
26035;"Cabezon de Cameros ";1
26036;"Calahorra ";2
26037;"Camprovin ";1
26038;"Canales de la Sierra ";1
26039;"Canillas de Rio Tuerto ";1
26040;"Canas ";1
26041;"Cardenas ";1
26042;"Casalarreina ";1
26043;"Castanares de Rioja ";1
26044;"Castroviejo ";1
26045;"Cellorigo ";0
26046;"Cenicero ";2
26047;"Cervera del Rio Alhama ";2
26048;"Cidamon ";1
26049;"Cihuri ";1
26050;"Ciruena ";1
26051;"Clavijo ";1
26052;"Cordovin ";1
26053;"Corera ";1
26054;"Cornago ";1
26055;"Corporales ";1
26056;"Cuzcurrita de Rio Tiron ";1
26057;"Daroca de Rioja ";1
26058;"Enciso ";1
26059;"Entrena ";1
26060;"Estollo ";1
26061;"Ezcaray ";2
26062;"Foncea ";1
26063;"Fonzaleche ";1
26064;"Fuenmayor ";2
26065;"Galbarruli ";1
26066;"Galilea ";1
26067;"Gallinero de Cameros ";1
26068;"Gimileo ";1
26069;"Granon ";1
26070;"Gravalos ";1
26071;"Haro ";2
26072;"Herce ";1
26073;"Herramelluri ";1
26074;"Hervias ";1
26075;"Hormilla ";1
26076;"Hormilleja ";1
26077;"Hornillos de Cameros ";1
26078;"Hornos de Moncalvillo ";1
26079;"Huercanos ";1
26080;"Igea ";1
26081;"Jalon de Cameros ";1
26082;"Laguna de Cameros ";1
26083;"Lagunilla del Jubera ";1
26084;"Lardero ";2
26086;"Ledesma de la Cogolla ";1
26087;"Leiva ";1
26088;"Leza de Rio Leza ";1
26089;"Logrono ";2
26091;"Lumbreras ";1
26092;"Manjarres ";1
26093;"Mansilla de la Sierra ";1
26094;"Manzanares de Rioja ";1
26095;"Matute ";1
26096;"Medrano ";1
26098;"Munilla ";1
26099;"Murillo de Rio Leza ";2
26100;"Muro de Aguas ";1
26101;"Muro en Cameros ";1
26102;"Najera ";2
26103;"Nalda ";1
26104;"Navajun ";1
26105;"Navarrete ";2
26106;"Nestares ";1
26107;"Nieva de Cameros ";1
26109;"Ochanduri ";1
26108;"Ocon ";1
26110;"Ojacastro ";1
26111;"Ollauri ";1
26112;"Ortigosa de Cameros ";1
26113;"Pazuengos ";1
26114;"Pedroso ";1
26115;"Pinillos ";0
26117;"Pradejon ";2
26118;"Pradillo ";1
26119;"Prejano ";1
26120;"Quel ";2
26121;"Rabanera ";1
26122;"Rasillo de Cameros, El ";1
26123;"Redal, El ";1
26124;"Ribafrecha ";1
26125;"Rincon de Soto ";2
26126;"Robres del Castillo ";1
26127;"Rodezno ";1
26128;"Sajazarra ";1
26129;"San Asensio ";1
26130;"San Millan de la Cogolla ";1
26131;"San Millan de Yecora ";1
26132;"San Roman de Cameros ";1
26139;"San Torcuato ";1
26142;"San Vicente de la Sonsierra ";1
26134;"Santa Coloma ";1
26135;"Santa Engracia del Jubera ";1
26136;"Santa Eulalia Bajera ";1
26138;"Santo Domingo de la Calzada ";2
26140;"Santurde de Rioja ";1
26141;"Santurdejo ";1
26143;"Sojuela ";1
26144;"Sorzano ";1
26145;"Sotes ";1
26146;"Soto en Cameros ";1
26147;"Terroba ";1
26148;"Tirgo ";1
26149;"Tobia ";1
26150;"Tormantos ";1
26153;"Torre en Cameros ";0
26151;"Torrecilla en Cameros ";1
26152;"Torrecilla sobre Alesanco ";1
26154;"Torremontalbo ";0
26155;"Treviana ";1
26157;"Tricio ";1
26158;"Tudelilla ";1
26160;"Urunuela ";1
26161;"Valdemadera ";0
26162;"Valganon ";1
26163;"Ventosa ";1
26164;"Ventrosa ";1
26165;"Viguera ";1
26166;"Villalba de Rioja ";1
26167;"Villalobar de Rioja ";1
26168;"Villamediana de Iregua ";2
26169;"Villanueva de Cameros ";1
26170;"Villar de Arnedo, El ";1
26171;"Villar de Torre ";1
26172;"Villarejo ";1
26173;"Villarroya ";0
26174;"Villarta-Quintana ";1
26175;"Villavelayo ";1
26176;"Villaverde de Rioja ";1
26177;"Villoslada de Cameros ";1
26178;"Viniegra de Abajo ";1
26179;"Viniegra de Arriba ";1
26180;"Zarraton ";1
26181;"Zarzosa ";0
26183;"Zorraquin ";1
27001;"Abadin ";2
27002;"Alfoz ";2
27003;"Antas de Ulla ";2
27004;"Baleira ";1
27901;"Baralla ";2
27005;"Barreiros ";2
27006;"Becerrea ";2
27007;"Begonte ";2
27008;"Boveda ";1
27902;"Burela ";2
27009;"Carballedo ";2
27010;"Castro de Rei ";2
27011;"Castroverde ";2
27012;"Cervantes ";1
27013;"Cervo ";2
27016;"Chantada ";2
27014;"Corgo, O ";2
27015;"Cospeito ";2
27017;"Folgoso do Courel ";1
27018;"Fonsagrada, A ";2
27019;"Foz ";2
27020;"Friol ";2
27022;"Guitiriz ";2
27023;"Guntin ";2
27024;"Incio, O ";2
27026;"Lancara ";2
27027;"Lourenza ";2
27028;"Lugo ";2
27029;"Meira ";2
27030;"Mondonedo ";2
27031;"Monforte de Lemos ";2
27032;"Monterroso ";2
27033;"Muras ";1
27034;"Navia de Suarna ";1
27035;"Negueira de Muniz ";1
27037;"Nogais, As ";1
27038;"Ourol ";1
27039;"Outeiro de Rei ";2
27040;"Palas de Rei ";2
27041;"Panton ";2
27042;"Paradela ";2
27043;"Paramo, O ";1
27044;"Pastoriza, A ";2
27045;"Pedrafita do Cebreiro ";1
27047;"Pobra do Brollon, A ";2
27046;"Pol ";2
27048;"Pontenova, A ";2
27049;"Portomarin ";1
27050;"Quiroga ";2
27056;"Rabade ";1
27051;"Ribadeo ";2
27052;"Ribas de Sil ";1
27053;"Ribeira de Piquin ";1
27054;"Riotorto ";1
27055;"Samos ";1
27057;"Sarria ";2
27058;"Savinao, O ";2
27059;"Sober ";2
27060;"Taboada ";2
27061;"Trabada ";1
27062;"Triacastela ";1
27063;"Valadouro, O ";2
27064;"Vicedo, O ";2
27065;"Vilalba ";2
27066;"Viveiro ";2
27021;"Xermade ";2
27025;"Xove ";2
28001;"Acebeda, La ";1
28002;"Ajalvir ";2
28003;"Alameda del Valle ";1
28004;"alamo, El ";2
28005;"Alcala de Henares ";2
28006;"Alcobendas ";2
28007;"Alcorcon ";2
28008;"Aldea del Fresno ";2
28009;"Algete ";2
28010;"Alpedrete ";2
28011;"Ambite ";1
28012;"Anchuelo ";1
28013;"Aranjuez ";2
28014;"Arganda del Rey ";2
28015;"Arroyomolinos ";2
28016;"Atazar, El ";1
28017;"Batres ";1
28018;"Becerril de la Sierra ";2
28019;"Belmonte de Tajo ";2
28021;"Berrueco, El ";1
28020;"Berzosa del Lozoya ";1
28022;"Boadilla del Monte ";2
28023;"Boalo, El ";2
28024;"Braojos ";1
28025;"Brea de Tajo ";1
28026;"Brunete ";2
28027;"Buitrago del Lozoya ";2
28028;"Bustarviejo ";2
28029;"Cabanillas de la Sierra ";1
28030;"Cabrera, La ";2
28031;"Cadalso de los Vidrios ";2
28032;"Camarma de Esteruelas ";2
28033;"Campo Real ";2
28034;"Canencia ";1
28035;"Carabana ";2
28036;"Casarrubuelos ";2
28037;"Cenicientos ";2
28038;"Cercedilla ";2
28039;"Cervera de Buitrago ";1
28051;"Chapineria ";2
28052;"Chinchon ";2
28040;"Ciempozuelos ";2
28041;"Cobena ";2
28046;"Collado Mediano ";2
28047;"Collado Villalba ";2
28043;"Colmenar de Oreja ";2
28042;"Colmenar del Arroyo ";1
28045;"Colmenar Viejo ";2
28044;"Colmenarejo ";2
28048;"Corpa ";1
28049;"Coslada ";2
28050;"Cubas de la Sagra ";2
28053;"Daganzo de Arriba ";2
28054;"Escorial, El ";2
28055;"Estremera ";1
28056;"Fresnedillas de la Oliva ";1
28057;"Fresno de Torote ";2
28058;"Fuenlabrada ";2
28059;"Fuente el Saz de Jarama ";2
28060;"Fuentiduena de Tajo ";2
28061;"Galapagar ";2
28062;"Garganta de los Montes ";1
28063;"Gargantilla del Lozoya y Pinilla de Buitrago ";1
28064;"Gascones ";1
28065;"Getafe ";2
28066;"Grinon ";2
28067;"Guadalix de la Sierra ";2
28068;"Guadarrama ";2
28069;"Hiruela, La ";1
28070;"Horcajo de la Sierra-Aoslos ";1
28071;"Horcajuelo de la Sierra ";1
28072;"Hoyo de Manzanares ";2
28073;"Humanes de Madrid ";2
28074;"Leganes ";2
28075;"Loeches ";2
28076;"Lozoya ";1
28901;"Lozoyuela-Navas-Sieteiglesias ";1
28078;"Madarcos ";1
28079;"Madrid ";2
28080;"Majadahonda ";2
28082;"Manzanares el Real ";2
28083;"Meco ";2
28084;"Mejorada del Campo ";2
28085;"Miraflores de la Sierra ";2
28086;"Molar, El ";2
28087;"Molinos, Los ";2
28088;"Montejo de la Sierra ";1
28089;"Moraleja de Enmedio ";2
28090;"Moralzarzal ";2
28091;"Morata de Tajuna ";2
28092;"Mostoles ";2
28093;"Navacerrada ";2
28094;"Navalafuente ";1
28095;"Navalagamella ";2
28096;"Navalcarnero ";2
28097;"Navarredonda y San Mames ";1
28099;"Navas del Rey ";2
28100;"Nuevo Baztan ";2
28101;"Olmeda de las Fuentes ";1
28102;"Orusco de Tajuna ";1
28104;"Paracuellos de Jarama ";2
28106;"Parla ";2
28107;"Patones ";1
28108;"Pedrezuela ";2
28109;"Pelayos de la Presa ";2
28110;"Perales de Tajuna ";2
28111;"Pezuela de las Torres ";1
28112;"Pinilla del Valle ";1
28113;"Pinto ";2
28114;"Pinuecar-Gandullas ";1
28115;"Pozuelo de Alarcon ";2
28116;"Pozuelo del Rey ";1
28117;"Pradena del Rincon ";1
28118;"Puebla de la Sierra ";1
28902;"Puentes Viejas ";1
28119;"Quijorna ";2
28120;"Rascafria ";2
28121;"Reduena ";1
28122;"Ribatejada ";1
28123;"Rivas-Vaciamadrid ";2
28124;"Robledillo de la Jara ";1
28125;"Robledo de Chavela ";2
28126;"Robregordo ";1
28127;"Rozas de Madrid, Las ";2
28128;"Rozas de Puerto Real ";1
28129;"San Agustin del Guadalix ";2
28130;"San Fernando de Henares ";2
28131;"San Lorenzo de El Escorial ";2
28132;"San Martin de la Vega ";2
28133;"San Martin de Valdeiglesias ";2
28134;"San Sebastian de los Reyes ";2
28135;"Santa Maria de la Alameda ";1
28136;"Santorcaz ";1
28137;"Santos de la Humosa, Los ";2
28138;"Serna del Monte, La ";1
28140;"Serranillos del Valle ";2
28141;"Sevilla la Nueva ";2
28143;"Somosierra ";1
28144;"Soto del Real ";2
28145;"Talamanca de Jarama ";2
28146;"Tielmes ";2
28147;"Titulcia ";1
28148;"Torrejon de Ardoz ";2
28149;"Torrejon de la Calzada ";2
28150;"Torrejon de Velasco ";2
28151;"Torrelaguna ";2
28152;"Torrelodones ";2
28153;"Torremocha de Jarama ";1
28154;"Torres de la Alameda ";2
28903;"Tres Cantos ";2
28155;"Valdaracete ";1
28156;"Valdeavero ";1
28157;"Valdelaguna ";1
28158;"Valdemanco ";1
28159;"Valdemaqueda ";1
28160;"Valdemorillo ";2
28161;"Valdemoro ";2
28162;"Valdeolmos-Alalpardo ";2
28163;"Valdepielagos ";1
28164;"Valdetorres de Jarama ";2
28165;"Valdilecha ";2
28166;"Valverde de Alcala ";1
28167;"Velilla de San Antonio ";2
28168;"Vellon, El ";2
28169;"Venturada ";2
28171;"Villa del Prado ";2
28170;"Villaconejos ";2
28172;"Villalbilla ";2
28173;"Villamanrique de Tajo ";1
28174;"Villamanta ";2
28175;"Villamantilla ";1
28176;"Villanueva de la Canada ";2
28178;"Villanueva de Perales ";1
28177;"Villanueva del Pardillo ";2
28179;"Villar del Olmo ";2
28180;"Villarejo de Salvanes ";2
28181;"Villaviciosa de Odon ";2
28182;"Villavieja del Lozoya ";1
28183;"Zarzalejo ";1
29001;"Alameda ";2
29002;"Alcaucin ";2
29003;"Alfarnate ";1
29004;"Alfarnatejo ";1
29005;"Algarrobo ";2
29006;"Algatocin ";1
29007;"Alhaurin de la Torre ";2
29008;"Alhaurin el Grande ";2
29009;"Almachar ";2
29010;"Almargen ";2
29011;"Almogia ";2
29012;"alora ";2
29013;"Alozaina ";2
29014;"Alpandeire ";1
29015;"Antequera ";2
29016;"archez ";1
29017;"Archidona ";2
29018;"Ardales ";2
29019;"Arenas ";1
29020;"Arriate ";2
29021;"Atajate ";1
29022;"Benadalid ";1
29023;"Benahavis ";2
29024;"Benalauria ";1
29025;"Benalmadena ";2
29026;"Benamargosa ";1
29027;"Benamocarra ";2
29028;"Benaojan ";1
29029;"Benarraba ";1
29030;"Borge, El ";1
29031;"Burgo, El ";2
29032;"Campillos ";2
29033;"Canillas de Aceituno ";2
29034;"Canillas de Albaida ";1
29035;"Canete la Real ";2
29036;"Carratraca ";1
29037;"Cartajima ";1
29038;"Cartama ";2
29039;"Casabermeja ";2
29040;"Casarabonela ";2
29041;"Casares ";2
29042;"Coin ";2
29043;"Colmenar ";2
29044;"Comares ";1
29045;"Competa ";2
29046;"Cortes de la Frontera ";2
29047;"Cuevas Bajas ";1
29049;"Cuevas de San Marcos ";2
29048;"Cuevas del Becerro ";2
29050;"Cutar ";1
29051;"Estepona ";2
29052;"Farajan ";1
29053;"Frigiliana ";2
29054;"Fuengirola ";2
29055;"Fuente de Piedra ";2
29056;"Gaucin ";2
29057;"Genalguacil ";1
29058;"Guaro ";2
29059;"Humilladero ";2
29060;"Igualeja ";1
29061;"Istan ";1
29062;"Iznate ";1
29063;"Jimera de Libar ";1
29064;"Jubrique ";1
29065;"Juzcar ";1
29066;"Macharaviaya ";1
29067;"Malaga ";2
29068;"Manilva ";2
29069;"Marbella ";2
29070;"Mijas ";2
29071;"Moclinejo ";1
29072;"Mollina ";2
29073;"Monda ";2
29074;"Montejaque ";1
29075;"Nerja ";2
29076;"Ojen ";2
29077;"Parauta ";1
29079;"Periana ";2
29080;"Pizarra ";2
29081;"Pujerra ";1
29082;"Rincon de la Victoria ";2
29083;"Riogordo ";2
29084;"Ronda ";2
29085;"Salares ";1
29086;"Sayalonga ";1
29087;"Sedella ";1
29088;"Sierra de Yeguas ";2
29089;"Teba ";2
29090;"Tolox ";2
29901;"Torremolinos ";2
29091;"Torrox ";2
29092;"Totalan ";1
29093;"Valle de Abdalajis ";2
29094;"Velez-Malaga ";2
29095;"Villanueva de Algaidas ";2
29902;"Villanueva de la Concepcion ";2
29098;"Villanueva de Tapia ";1
29096;"Villanueva del Rosario ";2
29097;"Villanueva del Trabuco ";2
29099;"Vinuela ";2
29100;"Yunquera ";2
30001;"Abanilla ";2
30002;"Abaran ";2
30003;"aguilas ";2
30004;"Albudeite ";1
30005;"Alcantarilla ";2
30902;"Alcazares, Los ";2
30006;"Aledo ";1
30007;"Alguazas ";2
30008;"Alhama de Murcia ";2
30009;"Archena ";2
30010;"Beniel ";2
30011;"Blanca ";2
30012;"Bullas ";2
30013;"Calasparra ";2
30014;"Campos del Rio ";2
30015;"Caravaca de la Cruz ";2
30016;"Cartagena ";2
30017;"Cehegin ";2
30018;"Ceuti ";2
30019;"Cieza ";2
30020;"Fortuna ";2
30021;"Fuente alamo de Murcia ";2
30022;"Jumilla ";2
30023;"Librilla ";2
30024;"Lorca ";2
30025;"Lorqui ";2
30026;"Mazarron ";2
30027;"Molina de Segura ";2
30028;"Moratalla ";2
30029;"Mula ";2
30030;"Murcia ";2
30031;"Ojos ";1
30032;"Pliego ";2
30033;"Puerto Lumbreras ";2
30034;"Ricote ";1
30035;"San Javier ";2
30036;"San Pedro del Pinatar ";2
30901;"Santomera ";2
30037;"Torre-Pacheco ";2
30038;"Torres de Cotillas, Las ";2
30039;"Totana ";2
30040;"Ulea ";1
30041;"Union, La ";2
30042;"Villanueva del Rio Segura ";2
30043;"Yecla ";2
31001;"Abaigar ";1
31002;"Abarzuza/Abartzuza ";1
31003;"Abaurregaina/Abaurrea Alta ";1
31004;"Abaurrepea/Abaurrea Baja ";1
31005;"Aberin ";1
31006;"Ablitas ";2
31007;"Adios ";1
31008;"Aguilar de Codes ";1
31009;"Aibar/Oibar ";1
31011;"Allin/Allin ";1
31012;"Allo ";1
31010;"Altsasu/Alsasua ";2
31013;"Amescoa Baja ";1
31014;"Ancin/Antzin ";1
31015;"Andosilla ";2
31016;"Ansoain/Antsoain ";2
31017;"Anue ";1
31018;"Anorbe ";1
31019;"Aoiz/Agoitz ";2
31020;"Araitz ";1
31025;"Arakil ";1
31021;"Aranarache/Aranaratxe ";1
31023;"Aranguren ";2
31024;"Arano ";1
31022;"Arantza ";1
31026;"Aras ";1
31027;"Arbizu ";1
31028;"Arce/Artzi ";1
31029;"Arcos, Los ";1
31030;"Arellano ";1
31031;"Areso ";1
31032;"Arguedas ";2
31033;"Aria ";1
31034;"Aribe ";1
31035;"Armananzas ";1
31036;"Arroniz ";1
31037;"Arruazu ";1
31038;"Artajona ";2
31039;"Artazu ";1
31040;"Atez/Atetz ";1
31058;"Auritz/Burguete ";1
31041;"Ayegui/Aiegi ";2
31042;"Azagra ";2
31043;"Azuelo ";1
31044;"Bakaiku ";1
31901;"Baranain ";2
31045;"Barasoain ";1
31046;"Barbarin ";1
31047;"Bargota ";1
31048;"Barillas ";1
31049;"Basaburua ";1
31050;"Baztan ";2
31137;"Beintza-Labaien ";1
31051;"Beire ";1
31052;"Belascoain ";1
31250;"Bera ";2
31053;"Berbinzana ";1
31905;"Beriain ";2
31902;"Berrioplano/Berriobeiti ";2
31903;"Berriozar ";2
31054;"Bertizarana ";1
31055;"Betelu ";1
31253;"Bidaurreta ";1
31056;"Biurrun-Olcoz ";1
31057;"Bunuel ";2
31059;"Burgui/Burgi ";1
31060;"Burlada/Burlata ";2
31061;"Busto, El ";1
31062;"Cabanillas ";1
31063;"Cabredo ";1
31064;"Cadreita ";2
31065;"Caparroso ";2
31066;"Carcar ";1
31067;"Carcastillo ";2
31068;"Cascante ";2
31069;"Caseda ";1
31070;"Castejon ";2
31071;"Castillonuevo ";1
31193;"Cendea de Olza/Oltza Zendea ";2
31072;"Cintruenigo ";2
31074;"Cirauqui/Zirauki ";1
31075;"Ciriza/Ziritza ";1
31076;"Cizur ";2
31077;"Corella ";2
31078;"Cortes ";2
31079;"Desojo ";1
31080;"Dicastillo ";1
31081;"Donamaria ";1
31221;"Doneztebe/Santesteban ";2
31083;"Echarri ";1
31087;"Elgorriaga ";1
31089;"Eneriz/Eneritz ";1
31090;"Eratsun ";1
31091;"Ergoiena ";1
31092;"Erro ";1
31094;"Eslava ";1
31095;"Esparza de Salazar/Espartza Zaraitzu ";1
31096;"Espronceda ";1
31097;"Estella-Lizarra ";2
31098;"Esteribar ";2
31099;"Etayo ";1
31082;"Etxalar ";1
31084;"Etxarri Aranatz ";2
31085;"Etxauri ";1
31100;"Eulate ";1
31101;"Ezcabarte ";2
31093;"Ezcaroz/Ezkaroze ";1
31102;"Ezkurra ";1
31103;"Ezprogui ";1
31104;"Falces ";2
31105;"Fitero ";2
31106;"Fontellas ";1
31107;"Funes ";2
31108;"Fustinana ";2
31109;"Galar ";2
31110;"Gallipienzo/Galipentzu ";1
31111;"Gallues/Galoze ";1
31112;"Garaioa ";1
31113;"Garde ";1
31114;"Garinoain ";1
31115;"Garralda ";1
31116;"Genevilla ";1
31117;"Goizueta ";1
31118;"Goni ";1
31119;"Guesa/Gorza ";1
31120;"Guesalaz/Gesalatz ";1
31121;"Guirguillano ";1
31256;"Hiriberri/Villanueva de Aezkoa ";1
31122;"Huarte/Uharte ";2
31124;"Ibargoiti ";1
31259;"Igantzi ";1
31125;"Iguzquiza ";1
31126;"Imotz ";1
31127;"Iraneta ";1
31904;"Irurtzun ";2
31128;"Isaba/Izaba ";1
31129;"Ituren ";1
31130;"Iturmendi ";1
31131;"Iza/Itza ";1
31132;"Izagaondoa ";1
31133;"Izalzu/Itzaltzu ";1
31134;"Jaurrieta ";1
31135;"Javier ";1
31136;"Juslapena ";1
31138;"Lakuntza ";1
31139;"Lana ";1
31140;"Lantz ";1
31141;"Lapoblacion ";1
31142;"Larraga ";2
31143;"Larraona ";1
31144;"Larraun ";1
31145;"Lazagurria ";1
31146;"Leache/Leatxe ";1
31147;"Legarda ";1
31148;"Legaria ";1
31149;"Leitza ";2
31908;"Lekunberri ";1
31150;"Leoz/Leotz ";1
31151;"Lerga ";1
31152;"Lerin ";2
31153;"Lesaka ";2
31154;"Lezaun ";1
31155;"Liedena ";1
31156;"Lizoain-Arriasgoiti ";1
31157;"Lodosa ";2
31158;"Longuida/Longida ";1
31159;"Lumbier ";1
31160;"Luquin ";1
31248;"Luzaide/Valcarlos ";1
31161;"Maneru ";1
31162;"Maranon ";1
31163;"Marcilla ";2
31164;"Melida ";1
31165;"Mendavia ";2
31166;"Mendaza ";1
31167;"Mendigorria ";1
31168;"Metauten ";1
31169;"Milagro ";2
31170;"Mirafuentes ";1
31171;"Miranda de Arga ";1
31172;"Monreal/Elo ";1
31173;"Monteagudo ";1
31174;"Morentin ";1
31175;"Mues ";1
31176;"Murchante ";2
31177;"Murieta ";1
31178;"Murillo el Cuende ";1
31179;"Murillo el Fruto ";1
31180;"Muruzabal ";1
31181;"Navascues/Nabaskoze ";1
31182;"Nazar ";1
31088;"Noain (Valle de Elorz)/Noain (Elortzibar) ";2
31183;"Obanos ";1
31185;"Ochagavia/Otsagabia ";1
31184;"Oco ";1
31186;"Odieta ";1
31187;"Oiz ";1
31188;"Olaibar ";1
31189;"Olazti/Olazagutia ";1
31190;"Olejua ";1
31191;"Olite/Erriberri ";2
31194;"Ollo ";1
31192;"Oloriz/Oloritz ";1
31195;"Orbaizeta ";1
31196;"Orbara ";1
31197;"Orisoain ";1
31906;"Orkoien ";2
31198;"Oronz/Orontze ";1
31199;"Oroz-Betelu/Orotz-Betelu ";1
31211;"Orreaga/Roncesvalles ";1
31200;"Oteiza ";1
31201;"Pamplona/Iruna ";2
31202;"Peralta/Azkoien ";2
31203;"Petilla de Aragon ";1
31204;"Piedramillera ";1
31205;"Pitillas ";1
31206;"Puente la Reina/Gares ";2
31207;"Pueyo ";1
31208;"Ribaforada ";2
31209;"Romanzado ";1
31210;"Roncal/Erronkari ";1
31212;"Sada ";1
31213;"Saldias ";1
31214;"Salinas de Oro/Jaitz ";1
31215;"San Adrian ";2
31217;"San Martin de Unx ";1
31216;"Sanguesa/Zangoza ";2
31219;"Sansol ";1
31220;"Santacara ";1
31222;"Sarries/Sartze ";1
31223;"Sartaguda ";1
31224;"Sesma ";1
31225;"Sorlada ";1
31226;"Sunbilla ";1
31227;"Tafalla ";2
31228;"Tiebas-Muruarte de Reta ";1
31229;"Tirapu ";1
31230;"Torralba del Rio ";1
31231;"Torres del Rio ";1
31232;"Tudela ";2
31233;"Tulebras ";1
31234;"Ucar ";1
31123;"Uharte Arakil ";1
31235;"Ujue ";1
31236;"Ultzama ";2
31237;"Unciti ";1
31238;"Unzue/Untzue ";1
31239;"Urdazubi/Urdax ";1
31240;"Urdiain ";1
31241;"Urraul Alto ";1
31242;"Urraul Bajo ";1
31244;"Urroz ";1
31243;"Urroz-Villa ";1
31245;"Urzainqui/Urzainki ";1
31246;"Uterga ";1
31247;"Uztarroz/Uztarroze ";1
31086;"Valle de Egues ";2
31260;"Valle de Yerri/Deierri ";1
31249;"Valtierra ";2
31251;"Viana ";2
31252;"Vidangoz/Bidankoze ";1
31254;"Villafranca ";2
31255;"Villamayor de Monjardin ";1
31257;"Villatuerta ";1
31258;"Villava/Atarrabia ";2
31261;"Yesa ";1
31262;"Zabalza/Zabaltza ";1
31073;"Ziordia ";1
31907;"Zizur Mayor/Zizur Nagusia ";2
31263;"Zubieta ";1
31264;"Zugarramurdi ";1
31265;"Zuniga ";1
32001;"Allariz ";2
32002;"Amoeiro ";2
32003;"Arnoia, A ";1
32004;"Avion ";2
32005;"Baltar ";1
32006;"Bande ";2
32007;"Banos de Molgas ";2
32008;"Barbadas ";2
32009;"Barco de Valdeorras, O ";2
32010;"Beade ";1
32011;"Beariz ";1
32012;"Blancos, Os ";1
32013;"Boboras ";2
32014;"Bola, A ";1
32015;"Bolo, O ";1
32016;"Calvos de Randin ";1
32018;"Carballeda de Avia ";1
